m_row$$,kennr,versuchsbez,zul_erstmalig_am,mittelname,formulierung_art,zul_ende,mittel_mit_geringem_risiko
AAAxdIAAEAAAAmiAAD,00B290-00,12970-20290-X-0-FS,2025-04-23T22:00:00Z,Gamelan 100 FS,FS,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmiAAE,00B294-00,12463-43001-H-0-SC,2024-06-03T22:00:00Z,MIGHTY,SC,2033-05-30T22:00:00Z,
AAAxdIAAEAAAAmiAAF,00B297-00,10024-46753-I-0-SC,2025-02-25T23:00:00Z,Madex Primo,SC,2039-10-30T23:00:00Z,J
AAAxdIAAEAAAAmiAAG,00B298-00,10661-02007-F-0-SC,2025-10-16T22:00:00Z,Observer Pro,SC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAmiAAH,00B299-00,10607-22150-F-0-SC,2025-06-30T22:00:00Z,ORONDIS Forte,SC,2027-09-14T22:00:00Z,
AAAxdIAAEAAAAmiAAI,00B307-00,12326-00001-I-0-OD,2025-05-22T22:00:00Z,NOFLY OD,OD,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmiAAJ,00B308-00,11992-00017-H-0-SE,2025-08-25T22:00:00Z,VITONG,SE,2031-12-30T23:00:00Z,
AAAxdIAAEAAAAmiAAK,00B310-00,14250-00063-E-0-VP,2024-08-04T22:00:00Z,WEINTEC,VP,2038-08-29T22:00:00Z,J
AAAxdIAAEAAAAmiAAL,00B324-00,14475-20324-F-0-EC,2025-03-11T23:00:00Z,Tiocan,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmiAAM,00B329-00,10661-01907-H-0-SC,2025-08-05T22:00:00Z,Kuntao,SC,2027-01-14T23:00:00Z,
AAAxdIAAEAAAAmiAAN,00B331-00,11490-08200-F-0-EC,2025-09-21T22:00:00Z,AMMARI,EC,2027-09-14T22:00:00Z,
AAAxdIAAEAAAAmiAAO,00B332-00,10661-20332-H-0-SC,2024-11-13T23:00:00Z,Fluva,SC,2033-05-30T22:00:00Z,
AAAxdIAAEAAAAmiAAP,00B337-00,12226-06001-H-0-OD,2025-07-30T22:00:00Z,EDAPTIS,OD,2027-06-29T22:00:00Z,
AAAxdIAAEAAAAmiAAQ,00B362-00,10130-54295-H-0-EC,2025-07-30T22:00:00Z,Wizard,EC,2027-09-29T22:00:00Z,
AAAxdIAAEAAAAmiAAR,00B365-00,10021-21160-F-0-FS,2025-06-02T22:00:00Z,Scenic Gold,FS,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmiAAS,00B366-00,12463-76127-F-0-SC,2025-07-14T22:00:00Z,PROSIM,SC,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAmiAAT,00B368-00,12463-12602-W-0-SL,2024-11-04T23:00:00Z,CLARA,SL,2028-02-27T23:00:00Z,
AAAxdIAAEAAAAmjAAA,00B370-00,12970-20370-H-0-SC,2025-08-11T22:00:00Z,Metida Plus 250 SC,SC,2035-07-30T22:00:00Z,
AAAxdIAAEAAAAmjAAB,00B373-00,13671-20373-F-0-SC,2025-03-16T23:00:00Z,Fungisei/SEIBS 701,SC,2035-10-19T22:00:00Z,J
AAAxdIAAEAAAAmjAAC,00B376-00,10020-21617-F-0-SC,2025-10-16T22:00:00Z,Delan SC,SC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAmjAAD,00B378-00,12905-01004-E-0-VP,2025-01-05T23:00:00Z,BIOOtwin L+,VP,2038-08-29T22:00:00Z,J
AAAxdIAAEAAAAmjAAE,00B384-00,10130-08074-F-0-WG,2025-07-22T22:00:00Z,BOLSTER FLEX,WG,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAmjAAF,00B385-00,12463-85861-W-0-SC,2025-01-22T23:00:00Z,PROMOTE,SC,2026-10-14T22:00:00Z,
AAAxdIAAEAAAAmjAAG,00B406-00,10039-02467-H-0-SC,2025-05-12T22:00:00Z,Cabadex,SC,2031-12-30T23:00:00Z,
AAAxdIAAEAAAAmjAAH,00B415-00,10021-22750-H-0-OD,2025-08-07T22:00:00Z,Sekator OD,OD,2027-11-29T23:00:00Z,
AAAxdIAAEAAAAmjAAI,00B445-00,13411-00011-H-0-SL,2025-07-23T22:00:00Z,Mural,SL,2028-03-30T22:00:00Z,
AAAxdIAAEAAAAmjAAJ,00B446-00,10289-20446-I-0-WG,2025-08-03T22:00:00Z,Mycotal,WG,2037-02-27T23:00:00Z,J
AAAxdIAAEAAAAmjAAK,00B449-00,10021-20160-I-0-FS,2025-09-08T22:00:00Z,Buteo Start,FS,2030-06-08T22:00:00Z,
AAAxdIAAEAAAAmjAAL,00B452-00,10021-21330-F-0-FS,2025-08-28T22:00:00Z,Redigo Pro,FS,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAmjAAM,00B453-00,12463-76001-F-0-SL,2025-07-30T22:00:00Z,FORESIGHT,SL,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAmjAAN,00B457-00,10625-16721-T-0-SL,2025-10-06T22:00:00Z,Vacciplant,SL,2034-02-27T23:00:00Z,N
AAAxdIAAEAAAAmjAAO,00B479-00,10407-00003-F-0-WP,2025-08-21T22:00:00Z,Polyversum OD,WP,2039-02-27T23:00:00Z,
AAAxdIAAEAAAAmjAAP,00B494-00,12463-10500-M-0-GB,2025-09-08T22:00:00Z,FERROCIOUS,GB,2031-12-30T23:00:00Z,N
AAAxdIAAEAAAAmjAAQ,00B498-00,10661-19138-H-0-EC,2025-09-04T22:00:00Z,Roxy XL,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAmjAAR,00B499-00,11177-09424-P-0-PA,2025-09-22T22:00:00Z,Trico Silva,PA,2038-10-29T22:00:00Z,J
AAAxdIAAEAAAAmjAAS,00B500-00,12463-51001-H-0-SL,2025-09-24T22:00:00Z,URI,SL,2031-12-30T23:00:00Z,
AAAxdIAAEAAAAmjAAT,00B501-00,12970-20501-H-0-SG,2025-11-13T23:00:00Z,Rincon 25 SG,SG,2029-08-14T22:00:00Z,
AAAxdIAAEAAAAmkAAA,00B506-00,10661-20119-I-0-EC,2025-09-30T22:00:00Z,Sankari,EC,2027-11-30T23:00:00Z,
AAAxdIAAEAAAAmkAAB,00B511-00,10661-1679-I-0-GR,2025-10-28T23:00:00Z,Teflix,GR,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmkAAC,00B524-00,11831-20524-I-0-SL,2025-12-29T23:00:00Z,Leptostar,SL,2034-02-27T23:00:00Z,
AAAxdIAAEAAAAmkAAD,00B526-00,10042-18517-P-0-GW,2025-11-24T23:00:00Z,Flügol weiß,GW,2037-10-30T23:00:00Z,
AAAxdIAAEAAAAmkAAE,00B531-00,10661-03426-F-0-EC,2025-12-17T23:00:00Z,Vertenzo,EC,2028-03-30T22:00:00Z,
AAAxdIAAEAAAAmkAAF,00B533-00,14776-00001-P-0-WS,2026-01-01T23:00:00Z,VULTURE PRO,WS,2040-01-30T23:00:00Z,
AAAxdIAAEAAAAmkAAG,00B536-00,10130-87542-H-0-ME,2026-01-07T23:00:00Z,Kalimba Max,ME,2028-02-14T23:00:00Z,
AAAxdIAAEAAAAmkAAH,024068-00,SCF-30303-I-0-EC,2006-02-12T23:00:00Z,Sumicidin Alpha EC,EC,2026-05-30T22:00:00Z,
AAAxdIAAEAAAAmkAAI,024080-00,SCF-90440-I-1-OD,2011-04-18T22:00:00Z,Dipel ES,OD,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmkAAJ,024091-00,ADD-18901-H-0-SC,2008-01-17T23:00:00Z,Toluron 700 SC,SC,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAmkAAK,024128-00,BAY-75032-H-1-WG,2011-07-25T22:00:00Z,Hoestar,WG,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmkAAL,024138-00,10061-00850-A-1-SC;10061-00850-A-2-SC,2007-02-28T23:00:00Z,Kiron,SC,2027-06-14T22:00:00Z,
AAAxdIAAEAAAAmkAAM,024172-00,NEU-01111-AI-1-AL;NEU-01111-AI-2-AL,2006-02-16T23:00:00Z,Promanal AF Neu Schild- und Wolllausfrei,AL,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmkAAN,024175-00,SYD-20040-F-2-FS,2006-07-31T22:00:00Z,CELEST,FS,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmkAAO,024182-00,NEU-01130-AI-1-EW;NEU-01130-AI-2-EW,2006-02-16T23:00:00Z,Promanal Neu Austriebsspritzmittel,EW,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmkAAP,024193-00,10061-03681-H-0-SC;10061-03681-H-1-SC;10061-03681-H-2-SC,2007-06-20T22:00:00Z,Fox,SC,2026-12-30T23:00:00Z,
AAAxdIAAEAAAAmkAAQ,024212-00,SYD-51000-W-1-ME;10607-51000-W-2-ME,2006-10-17T22:00:00Z,Moddus,ME,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAmkAAR,024213-00,CEL-11112-AI-1-EW,2006-02-13T23:00:00Z,SCHÄDLINGSFREI NATUREN AF,EW,2027-03-30T22:00:00Z,
AAAxdIAAEAAAAmkAAS,024218-00,12226-00527-I-3-EW;12226-00527-I-4-EW,2008-11-18T23:00:00Z,Mavrik Vita,EW,2027-08-30T22:00:00Z,
AAAxdIAAEAAAAmkAAT,024225-00,10020-32050-F-4-SC;10020-32050-F-5-SC,2009-08-11T22:00:00Z,Scala,SC,2026-03-14T23:00:00Z,
AAAxdIAAEAAAAmkAAU,024238-00,BAY-12240-F-2-FS,2006-07-31T22:00:00Z,Arena C,FS,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmlAAA,00B018-00,80295-21018-M-0-GB,2022-11-13T23:00:00Z,VITROL GB,GB,2036-08-02T22:00:00Z,
AAAxdIAAEAAAAmlAAB,00B019-00,80295-20019-M-0-GB,2022-11-13T23:00:00Z,VITROL GB PRO,GB,2036-08-02T22:00:00Z,
AAAxdIAAEAAAAmlAAC,00B023-00,11490-00037-F-0-SC,2023-02-01T23:00:00Z,ROUBAIX,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmlAAD,00B026-00,14616-12026-F-0-WG,2022-12-14T23:00:00Z,CONTROLLA 450 WG,WG,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAmlAAE,00B030-00,11881-13660-F-0-FS,2023-02-06T23:00:00Z,Flim,FS,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmlAAF,00B031-00,11490-00135-H-1-EC,2023-02-02T23:00:00Z,Fantasia Gold,EC,2027-10-30T22:00:00Z,
AAAxdIAAEAAAAmlAAG,00B033-00,12463-61001-H-0-EC,2022-11-15T23:00:00Z,READY,EC,2028-02-27T23:00:00Z,
AAAxdIAAEAAAAmlAAH,00B034-00,10539-31890-H-0-CS,2025-10-27T23:00:00Z,Avadex Factor,CS,2028-03-30T22:00:00Z,
AAAxdIAAEAAAAmlAAI,00B035-00,10021-12900-F-0-WG,2023-02-12T23:00:00Z,Teldor,WG,2031-12-30T23:00:00Z,
AAAxdIAAEAAAAmlAAJ,00B037-00,12463-85081-W-0-SL,2023-03-22T23:00:00Z,SWIM,SL,2027-06-29T22:00:00Z,
AAAxdIAAEAAAAmlAAK,00B040-00,12226-21010-F-1-WG,2023-09-14T22:00:00Z,Folpan Gold,WG,2026-02-14T23:00:00Z,
AAAxdIAAEAAAAmlAAL,00B041-00,10062-41061-F-0-SC,2025-07-02T22:00:00Z,SIP 41061,SC,2028-03-30T22:00:00Z,
AAAxdIAAEAAAAmlAAM,00B047-00,11654-22233-F-0-WG,2022-11-28T23:00:00Z,Clayton Linaxo,WG,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAmlAAN,00B048-00,12463-61001-H-0-EC,2023-01-08T23:00:00Z,PROPAK,EC,2028-02-27T23:00:00Z,
AAAxdIAAEAAAAmlAAO,00B050-00,14109-62022-H-0-GR,2023-08-02T22:00:00Z,Greenforce 4 in 1 Rasendünger Unkraut und Mooskiller,GR,2026-05-14T22:00:00Z,
AAAxdIAAEAAAAmlAAP,00B058-00,10020-76301-F-0-SC,2025-05-11T22:00:00Z,Elanvy,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmlAAQ,00B059-00,12226-01700-H-0-EC,2023-03-22T23:00:00Z,ARRODIM,EC,2027-05-30T22:00:00Z,
AAAxdIAAEAAAAmlAAR,00B062-00,12385-21760-F-0-WG,2025-04-08T22:00:00Z,Cymofil,WG,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAmlAAS,00B068-00,14616-60310-H-0-EC,2023-05-23T22:00:00Z,KALAMOS,EC,2027-11-29T23:00:00Z,
AAAxdIAAEAAAAmlAAT,00B069-00,12463-54871-H-0-SE,2023-10-24T22:00:00Z,SITARA,SE,2028-02-14T23:00:00Z,
AAAxdIAAEAAAAmlAAU,00B070-00,12224-00017-H-0-SE,2023-12-21T23:00:00Z,Pony 306 SE,SE,2031-12-30T23:00:00Z,
AAAxdIAAEAAAAmmAAA,00B072-00,10285-22220-I-0-SL,2023-07-27T22:00:00Z,Carnadine 200,SL,2034-02-27T23:00:00Z,
AAAxdIAAEAAAAmmAAB,00B074-00,10607-22130-F-0-DC,2025-07-06T22:00:00Z,ORONDIS Vip,DC,2028-03-02T23:00:00Z,
AAAxdIAAEAAAAmmAAC,00B076-00,11992-20076-H-0-SL,2024-02-21T23:00:00Z,NASA (Glyphosate 360 g/l SL),SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAmmAAD,00B085-00,13454-22226-W-0-EC,2023-05-09T22:00:00Z,BROKPAC,EC,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAmmAAE,00B086-00,10263-20086-W-0-SL,2023-09-18T22:00:00Z,Chrysal BVB,SL,2027-07-14T22:00:00Z,
AAAxdIAAEAAAAmmAAF,00B087-00,11281-09401-F-0-EC,2023-08-24T22:00:00Z,TOMEC,EC,2026-09-14T22:00:00Z,
AAAxdIAAEAAAAmmAAG,00B091-00,11490-00145-H-1-EC,2023-08-09T22:00:00Z,TENSIRA,EC,2028-02-14T23:00:00Z,
AAAxdIAAEAAAAmmAAH,00B092-00,12245-30720-F-0-WG,2023-09-28T22:00:00Z,DITHIAFIN,WG,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAmmAAI,00B097-00,10020-76500-F-0-SC,2023-03-21T23:00:00Z,Daxur,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmmAAJ,00B098-00,10661-01813-F-0-EC,2025-05-26T22:00:00Z,Telescope,EC,2026-03-14T23:00:00Z,
AAAxdIAAEAAAAmmAAK,00B099-00,11654-22243-F-0-WG,2023-04-18T22:00:00Z,Clayton Polygon,WG,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAmmAAL,00B100-00,13318-60004-H-0-WG,2023-08-13T22:00:00Z,ALTIVATE 6 WG,WG,2033-06-29T22:00:00Z,
AAAxdIAAEAAAAmmAAM,00B101-00,12463-01025-I-0-CS,2023-05-30T22:00:00Z,DECIDE,CS,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAmmAAN,00B110-00,10020-75400-F-0-EC,2024-07-18T22:00:00Z,Navura,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmmAAO,00B112-00,10130-52267-I-0-SC,2024-11-26T23:00:00Z,CARPOVIRUSINE MAX,SC,2039-10-30T23:00:00Z,J
AAAxdIAAEAAAAmmAAP,00B113-00,10130-52268-I-0-SC,2024-11-26T23:00:00Z,CARPOVIRUSINE ULTRA,SC,2039-10-30T23:00:00Z,J
AAAxdIAAEAAAAmmAAQ,00B114-00,10661-20114-H-1-EC,2024-01-23T23:00:00Z,Roxy EC,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAmmAAR,00B116-00,11992-90185-F-0-SC,2024-05-01T22:00:00Z,Fulial,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmmAAS,00B117-00,13263-20117-F-0-SC,2025-07-06T22:00:00Z,FOLPETIS 500 SC,SC,2027-01-30T23:00:00Z,
AAAxdIAAEAAAAmmAAT,00B118-00,13263-20118-F-0-SC,2025-07-06T22:00:00Z,MELVAR START,SC,2027-01-30T23:00:00Z,
AAAxdIAAEAAAAmmAAU,00B119-00,12463-85001-W-0-SL,2023-05-30T22:00:00Z,MEPISHA,SL,2026-10-14T22:00:00Z,
AAAxdIAAEAAAAmnAAA,00B125-00,12226-00900-I-0-SC,2025-04-22T22:00:00Z,COSAYR,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmnAAB,00B128-00,10840-20128-F-0-FS,2025-04-02T22:00:00Z,Toltek,FS,2028-08-30T22:00:00Z,
AAAxdIAAEAAAAmnAAC,00B133-00,13318-62101-F-0-EC,2024-03-27T23:00:00Z,Promino Xtra,EC,2028-03-30T22:00:00Z,
AAAxdIAAEAAAAmnAAD,00B135-00,12460-20135-H-0-SC,2023-10-04T22:00:00Z,V-SATE 500 SC,SC,2032-10-30T22:00:00Z,
AAAxdIAAEAAAAmnAAE,00B136-00,12226-20136-H-0-SL,2025-09-22T22:00:00Z,PORAFAM,SL,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmnAAF,00B137-00,12226-00552-H-0-SC,2025-10-05T22:00:00Z,PORAFAM TITAN,SC,2027-12-30T23:00:00Z,
AAAxdIAAEAAAAmnAAG,00B139-00,10130-20139-W-0-SL,2025-03-26T23:00:00Z,Fazor Flo,SL,2033-10-30T23:00:00Z,
AAAxdIAAEAAAAmnAAH,00B141-00,11490-00127-H-0-EC,2023-10-31T23:00:00Z,BEMYE,EC,2027-08-30T22:00:00Z,
AAAxdIAAEAAAAmnAAI,00B142-00,10185-44180-F-0-WG,2024-01-07T23:00:00Z,Weddell,WG,2027-04-14T22:00:00Z,
AAAxdIAAEAAAAmnAAJ,00B144-00,10130-01081-I-0-GR,2025-11-05T23:00:00Z,SERENISIM,GR,2028-06-06T22:00:00Z,
AAAxdIAAEAAAAmnAAK,00B149-00,14043-30001-M-0-GB,2024-06-24T22:00:00Z,Xiren HG,GB,2027-08-30T22:00:00Z,
AAAxdIAAEAAAAmnAAL,00B150-00,14043-30001-M-0-GB,2024-06-24T22:00:00Z,Axcela TS,GB,2027-08-30T22:00:00Z,
AAAxdIAAEAAAAmnAAM,00B152-00,11490-00318-F-0-SC,2024-01-21T23:00:00Z,MCOY,SC,2026-02-14T23:00:00Z,
AAAxdIAAEAAAAmnAAN,00B156-00,13411-00008-I-0-SC,2023-12-17T23:00:00Z,NOKAUT,SC,2026-03-14T23:00:00Z,
AAAxdIAAEAAAAmnAAO,00B158-00,11831-20158-H-0-WG,2023-12-21T23:00:00Z,Toscana Top 75 WG,WG,2035-01-29T23:00:00Z,
AAAxdIAAEAAAAmnAAP,00B159-00,10021-34732-H-0-SC,2024-04-15T22:00:00Z,Merlin Duo,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmnAAQ,00B161-00,12463-63004-H-0-EC,2023-08-14T22:00:00Z,PROFESSOR,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAmnAAR,00B164-00,12463-12301-I-0-EC,2023-08-01T22:00:00Z,AZA,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAmnAAS,00B167-00,10020-76800-F-0-SC;10020-76800-F-1-SC,2025-06-30T22:00:00Z,Revytur,SC,2027-07-30T22:00:00Z,
AAAxdIAAEAAAAmnAAT,00B168-00,13411-00003-I-0-EC,2023-12-13T23:00:00Z,HARPUN,EC,2036-07-30T22:00:00Z,
AAAxdIAAEAAAAmnAAU,00B170-00,10021-21500-F-0-FS,2025-09-30T22:00:00Z,Serenade Soil Activ,FS,2039-06-29T22:00:00Z,
AAAxdIAAEAAAAmpAAA,025389-00,FRU-10201-R-0-RB,2018-11-08T23:00:00Z,Ratron Schermaus-Sticks,RB,2027-12-30T23:00:00Z,
AAAxdIAAEAAAAmpAAB,025395-00,DBB-10000-I-0-GA,2011-06-29T22:00:00Z,ProFume,GA,2026-10-30T23:00:00Z,
AAAxdIAAEAAAAmpAAC,025427-00,CAG-01646-F-1-SC,2020-06-22T22:00:00Z,SYLLIT,SC,2027-07-14T22:00:00Z,
AAAxdIAAEAAAAmpAAD,025483-00,10061-51600-F-1-WG,2009-06-09T22:00:00Z,Signum,WG,2026-09-14T22:00:00Z,
AAAxdIAAEAAAAmpAAE,025496-00,CHD-02510-H-1-SE,2014-02-05T23:00:00Z,Successor T,SE,2027-12-30T23:00:00Z,
AAAxdIAAEAAAAmpAAF,025584-00,CEB-51936-F-0-SL,2016-06-27T22:00:00Z,DIABOLO,SL,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmpAAG,025618-00,SYD-90470-I-2-CS,2025-08-07T22:00:00Z,Karate Forst Fluessig,CS,2027-08-30T22:00:00Z,
AAAxdIAAEAAAAmpAAH,025620-00,10020-12206-W-1-SC,2017-09-19T22:00:00Z,Medax Top,SC,2026-10-14T22:00:00Z,
AAAxdIAAEAAAAmpAAI,025625-00,BAY-14220-F-1-EC,2012-02-12T23:00:00Z,Input Classic,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmpAAJ,025628-00,BAS-56002-F-0-SC,2007-10-29T23:00:00Z,Vivando,SC,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAmpAAK,025662-00,BAY-14320-F-1-EC,2010-07-07T22:00:00Z,Prosaro,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAmpAAL,025678-00,10039-92600-F-0-EC,2012-02-21T23:00:00Z,TALIUS,EC,2027-05-14T22:00:00Z,
AAAxdIAAEAAAAmpAAM,025691-00,10061-00220-I-0-WG,2012-03-19T23:00:00Z,Teppeki,WG,2027-08-30T22:00:00Z,
AAAxdIAAEAAAAmpAAN,025702-00,DOW-83900-H-0-ME,2015-09-27T22:00:00Z,SIMPLEX,ME,2028-02-14T23:00:00Z,
AAAxdIAAEAAAAmpAAO,025855-00,12791-98490-A-0-SC;12791-98490-A-1-SC,2014-10-23T22:00:00Z,Kanemite SC,SC,2027-11-14T23:00:00Z,
AAAxdIAAEAAAAmpAAP,025876-00,BAY-18020-F-1-SC,2010-07-07T22:00:00Z,Infinito,SC,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmpAAQ,025913-00,BAY-15090-F-0-FS;10021-15090-F-1-FS,2010-08-01T22:00:00Z,Bariton,FS,2026-06-14T22:00:00Z,
AAAxdIAAEAAAAmpAAR,025956-00,NEU-01165-M-1-RB,2018-05-14T22:00:00Z,NEU 1165 M,RB,2031-12-30T23:00:00Z,J
AAAxdIAAEAAAAmpAAS,026173-00,14019-17585-H-1-SL,2024-02-22T23:00:00Z,Barclay Gallup Biograde 360,SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAmpAAT,026221-00,SYD-21441-F-0-SC,2014-03-03T23:00:00Z,REVUS,SC,2026-12-30T23:00:00Z,
AAAxdIAAEAAAAmpAAU,026233-00,DOW-00742-H-0-WG,2014-06-02T22:00:00Z,BROADWAY,WG,2026-04-29T22:00:00Z,
AAAxdIAAEAAAAmqAAA,026255-00,BAY-19050-H-1-OD,2014-06-30T22:00:00Z,Laudis,OD,2027-12-30T23:00:00Z,
AAAxdIAAEAAAAmqAAB,026260-00,10539-03040-F-0-WG,2019-05-05T22:00:00Z,Fantic F,WG,2029-12-30T23:00:00Z,
AAAxdIAAEAAAAmqAAC,026282-00,NCI-00224-F-0-SC;NCI-00224-F-1-SC,2015-08-27T22:00:00Z,Leimay,SC,2027-09-14T22:00:00Z,
AAAxdIAAEAAAAmqAAD,026298-00,10130-60225-H-0-SG,2019-04-08T22:00:00Z,Finy,SG,2027-03-30T22:00:00Z,
AAAxdIAAEAAAAmqAAE,026321-00,14019-17586-H-1-SL,2024-03-04T23:00:00Z,Barclay Gallup Biograde 450,SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAmqAAF,026326-00,SYD-11550-H-1-EC,2016-06-29T22:00:00Z,AXIAL 50,EC,2026-12-30T23:00:00Z,
AAAxdIAAEAAAAmqAAG,026330-00,10039-22638-H-0-SC,2015-09-06T22:00:00Z,FALKON,SC,2027-01-14T23:00:00Z,
AAAxdIAAEAAAAmqAAH,026336-00,CHD-24500-I-0-SC;CHD-24500-I-1-SC,2015-01-18T23:00:00Z,CORAGEN,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmqAAI,026378-00,NUD-12345-H-0-WG,2019-04-08T22:00:00Z,Accurate,WG,2027-03-30T22:00:00Z,
AAAxdIAAEAAAAmqAAJ,026391-00,12905-26391-F-0-WG,2022-11-08T23:00:00Z,AQ 10WG,WG,2034-07-31T22:00:00Z,J
AAAxdIAAEAAAAmqAAK,026402-00,10130-07056-H-1-SC,2020-08-05T22:00:00Z,UPL-07056-H-1-SC,SC,2032-10-30T22:00:00Z,
AAAxdIAAEAAAAmqAAL,026404-00,14019-75857-H-1-SL,2024-08-05T22:00:00Z,Barclay Gallup Hi-Aktiv,SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAmqAAM,026427-00,13318-10001-H-1-WG,2025-03-13T23:00:00Z,TRIBUN,WG,2035-01-29T23:00:00Z,
AAAxdIAAEAAAAmqAAN,026488-00,SYD-12704-F-0-WG,2018-01-09T23:00:00Z,HERITAGE,WG,2028-05-30T22:00:00Z,
AAAxdIAAEAAAAmqAAO,026499-00,BAY-18090-F-0-WG,2014-08-10T22:00:00Z,Profiler,WG,2026-03-14T23:00:00Z,
AAAxdIAAEAAAAmqAAP,026514-00,11490-13263-H-0-WG,2019-04-08T22:00:00Z,Savvy,WG,2027-03-30T22:00:00Z,
AAAxdIAAEAAAAmqAAQ,026525-00,BAY-19380-H-0-SC,2016-10-17T22:00:00Z,Adengo,SC,2026-12-30T23:00:00Z,
AAAxdIAAEAAAAmqAAR,026557-00,SYD-11580-H-1-EC,2016-06-29T22:00:00Z,Traxos,EC,2026-12-30T23:00:00Z,
AAAxdIAAEAAAAmqAAS,026682-00,NEU-1181-M-0-RB,2018-10-17T22:00:00Z,NEU 1181 M,RB,2031-12-30T23:00:00Z,
AAAxdIAAEAAAAmqAAT,026683-00,NEU-01180-M-2-RB,2018-10-22T22:00:00Z,Sluxx HP,RB,2031-12-30T23:00:00Z,J
AAAxdIAAEAAAAmrAAA,026763-00,PIN-74687-H-0-SL,2024-02-22T23:00:00Z,Boom Efekt,SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAmrAAB,026764-00,BAY-18530-F-0-EC,2016-04-17T22:00:00Z,Aviator Xpro,EC,2026-05-30T22:00:00Z,
AAAxdIAAEAAAAmrAAC,026778-00,BAY-18540-F-0-EC,2019-12-01T23:00:00Z,Input Xpro,EC,2026-05-30T22:00:00Z,
AAAxdIAAEAAAAmrAAD,026845-00,SYD-11590-H-1-EC,2016-06-29T22:00:00Z,Axial Komplett,EC,2026-12-30T23:00:00Z,
AAAxdIAAEAAAAmrAAE,026861-00,BAY-18500-F-0-SC;BAY-18500-F-1-SC,2014-02-02T23:00:00Z,Luna Experience,SC,2027-06-29T22:00:00Z,
AAAxdIAAEAAAAmrAAF,026865-00,10130-01960-W-1-SG;10130-01960-W-2-SG,2020-06-03T22:00:00Z,Fazor,SG,2033-10-30T23:00:00Z,
AAAxdIAAEAAAAmrAAG,026923-00,PIN-02018-H-0-SL,2020-12-03T23:00:00Z,Dominator 480 TF,SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAmrAAH,026945-00,12905-10000-E-1-VP,2025-11-03T23:00:00Z,Isomate OFM rosso FLEX,VP,2038-08-29T22:00:00Z,N
AAAxdIAAEAAAAmrAAI,026978-00,10020-92061-E-0-VP,2024-03-12T23:00:00Z,Isonet LE,VP,2038-08-29T22:00:00Z,J
